Exercise_ID,Exercise_Name,Muscle_Group,Difficulty,Workout_Type,Equipment,Duration_Min,Calories_Burned_Per_Hour,Sets,Reps,Rest_Time_Sec,Recommended_Goal
9107,Bicep Curls,Biceps,Beginner,Strength,Machine,67,411,4,6,121,Endurance
9108,Pull-Ups,Back,Intermediate,Cardio,Barbell,37,154,5,19,74,Weight Loss
9109,Deadlift,Full Body,Advanced,Strength,None,34,233,5,22,54,Maintenance
9110,Squats,Legs,Intermediate,Flexibility,None,74,780,6,21,90,Weight Loss
9111,Tricep Pushdown,Triceps,Intermediate,Strength,Barbell,89,610,5,25,57,Endurance
9112,Running,Cardio,Advanced,Cardio,Resistance Band,36,876,5,25,170,Muscle Gain
9113,Lateral Raises,Shoulders,Beginner,Strength,Machine,44,747,6,7,130,Endurance
9114,Walking,Cardio,Advanced,Cardio,Barbell,48,228,5,17,75,Muscle Gain
9115,Push-Ups,Chest,Beginner,Cardio,Machine,81,207,1,19,115,Maintenance
9116,Bicep Curls,Biceps,Advanced,HIIT,Barbell,81,316,3,6,170,Weight Loss
9117,Bicep Curls,Biceps,Beginner,Endurance,Barbell,11,316,5,24,85,Endurance
9118,Swimming,Cardio,Advanced,Strength,Machine,23,783,3,16,109,Endurance
9119,Lateral Raises,Shoulders,Intermediate,Flexibility,Machine,38,801,4,17,56,Endurance
9120,Running,Cardio,Intermediate,Flexibility,Dumbbells,62,975,6,23,102,Maintenance
9121,Crunches,Core,Advanced,Flexibility,Dumbbells,47,676,4,24,66,Weight Loss
9122,Push-Ups,Chest,Intermediate,Strength,Resistance Band,20,499,2,23,92,Muscle Gain
9123,Bench Press,Chest,Intermediate,Strength,Machine,22,520,1,5,107,Maintenance
9124,Lunges,Legs,Beginner,Endurance,Dumbbells,53,869,1,20,138,Weight Loss
9125,Running,Cardio,Intermediate,HIIT,Barbell,24,361,6,11,137,Muscle Gain
9126,Swimming,Cardio,Advanced,Cardio,None,18,376,3,5,174,Endurance
9127,Lunges,Legs,Advanced,Cardio,Resistance Band,23,627,1,13,131,Muscle Gain
9128,Bench Press,Chest,Intermediate,HIIT,Dumbbells,22,558,5,23,137,Maintenance
9129,Tricep Pushdown,Triceps,Advanced,Cardio,Barbell,38,369,6,22,178,Endurance
9130,Tricep Pushdown,Triceps,Beginner,Strength,None,40,617,1,25,47,Weight Loss
9131,Lat Pulldown,Back,Beginner,Flexibility,Machine,71,821,4,25,111,Endurance
9132,Plank,Core,Intermediate,Cardio,None,61,491,1,24,142,Weight Loss
9133,Lateral Raises,Shoulders,Intermediate,Strength,Barbell,56,691,5,22,99,Endurance
9134,Running,Cardio,Advanced,Flexibility,Barbell,63,956,4,25,38,Maintenance
9135,Shoulder Press,Shoulders,Advanced,Endurance,Machine,90,546,5,11,159,Weight Loss
9136,Jump Rope,Cardio,Beginner,Cardio,None,67,380,5,8,126,Endurance
9137,Shoulder Press,Shoulders,Beginner,Cardio,Machine,53,541,3,20,64,Maintenance
9138,Walking,Cardio,Intermediate,Endurance,Resistance Band,47,578,2,15,96,Muscle Gain
9139,Lunges,Legs,Beginner,HIIT,Machine,35,480,6,16,90,Endurance
9140,Leg Press,Legs,Beginner,Cardio,None,27,841,5,21,154,Weight Loss
9141,Lat Pulldown,Back,Advanced,Strength,Dumbbells,82,258,3,6,93,Maintenance
9142,Bicep Curls,Biceps,Advanced,Flexibility,Barbell,32,765,6,11,59,Maintenance
9143,Tricep Pushdown,Triceps,Intermediate,Endurance,Machine,30,222,4,20,50,Endurance
9144,Lateral Raises,Shoulders,Beginner,HIIT,Dumbbells,53,852,2,9,30,Endurance
9145,Bench Press,Chest,Beginner,Endurance,Resistance Band,60,338,1,10,171,Endurance
9146,Tricep Pushdown,Triceps,Intermediate,Strength,Machine,45,620,3,17,32,Muscle Gain
9147,Walking,Cardio,Beginner,Cardio,Dumbbells,20,162,6,24,180,Muscle Gain
9148,Bench Press,Chest,Advanced,HIIT,Dumbbells,31,590,4,11,172,Weight Loss
9149,Bench Press,Chest,Advanced,HIIT,Resistance Band,67,639,2,5,143,Maintenance
9150,Lunges,Legs,Advanced,Flexibility,None,46,295,3,25,72,Muscle Gain
9151,Lateral Raises,Shoulders,Intermediate,Strength,Machine,45,675,6,18,155,Maintenance
9152,Walking,Cardio,Beginner,HIIT,Barbell,12,693,5,18,147,Maintenance
9153,Bicep Curls,Biceps,Advanced,Strength,Dumbbells,76,924,6,8,100,Maintenance
9154,Shoulder Press,Shoulders,Beginner,Strength,Resistance Band,10,796,3,7,145,Endurance
9155,Shoulder Press,Shoulders,Advanced,Cardio,Barbell,90,631,3,20,178,Weight Loss
9156,Swimming,Cardio,Advanced,Cardio,Machine,83,983,2,12,117,Weight Loss
9157,Lateral Raises,Shoulders,Advanced,Flexibility,None,20,604,2,11,117,Muscle Gain
9158,Shoulder Press,Shoulders,Intermediate,HIIT,Machine,47,290,3,11,136,Endurance
9159,Lat Pulldown,Back,Intermediate,Endurance,Machine,80,264,6,19,153,Maintenance
9160,Swimming,Cardio,Advanced,Cardio,Barbell,37,498,6,17,93,Endurance
9161,Walking,Cardio,Intermediate,Cardio,None,49,932,4,15,123,Weight Loss
9162,Running,Cardio,Advanced,Flexibility,Resistance Band,38,766,2,6,145,Muscle Gain
9163,Deadlift,Full Body,Intermediate,Strength,Dumbbells,82,507,1,21,44,Weight Loss
9164,Lateral Raises,Shoulders,Beginner,Endurance,None,50,574,4,11,33,Maintenance
9165,Plank,Core,Advanced,Cardio,Machine,59,236,6,18,165,Maintenance
9166,Plank,Core,Intermediate,Cardio,Resistance Band,15,185,3,24,47,Weight Loss
9167,Cycling,Cardio,Advanced,Flexibility,Machine,85,735,1,19,82,Weight Loss
9168,Crunches,Core,Advanced,HIIT,Machine,39,498,1,21,137,Maintenance
9169,Bench Press,Chest,Beginner,Cardio,Barbell,84,179,4,24,163,Weight Loss
9170,Walking,Cardio,Beginner,Strength,None,26,191,3,25,107,Endurance
9171,Lat Pulldown,Back,Intermediate,Cardio,Machine,65,190,6,10,173,Maintenance
9172,Running,Cardio,Intermediate,HIIT,Machine,10,832,1,21,131,Endurance
9173,Bicep Curls,Biceps,Advanced,HIIT,Machine,24,553,6,5,69,Maintenance
9174,Cycling,Cardio,Advanced,Endurance,Barbell,31,568,4,5,166,Muscle Gain
9175,Walking,Cardio,Intermediate,Strength,Machine,59,370,1,10,121,Maintenance
9176,Leg Press,Legs,Advanced,HIIT,Dumbbells,50,214,4,6,81,Weight Loss
9177,Crunches,Core,Intermediate,Flexibility,Resistance Band,68,488,2,7,43,Muscle Gain
9178,Cycling,Cardio,Advanced,Endurance,Resistance Band,88,874,5,23,133,Maintenance
9179,Push-Ups,Chest,Advanced,Flexibility,Machine,54,870,4,18,89,Weight Loss
9180,Cycling,Cardio,Beginner,Flexibility,Resistance Band,46,410,5,22,45,Maintenance
9181,Lat Pulldown,Back,Advanced,Cardio,Resistance Band,87,161,1,14,170,Maintenance
9182,Swimming,Cardio,Intermediate,Endurance,Barbell,57,669,1,18,38,Endurance
9183,Lat Pulldown,Back,Intermediate,Cardio,Resistance Band,20,312,6,23,105,Maintenance
9184,Leg Press,Legs,Intermediate,Flexibility,Machine,13,980,6,23,114,Muscle Gain
9185,Deadlift,Full Body,Beginner,Flexibility,Barbell,30,624,1,7,87,Muscle Gain
9186,Shoulder Press,Shoulders,Intermediate,HIIT,Dumbbells,68,838,1,13,116,Muscle Gain
9187,Deadlift,Full Body,Beginner,Flexibility,Dumbbells,36,561,1,20,144,Maintenance
9188,Bench Press,Chest,Beginner,Strength,Resistance Band,89,584,1,24,131,Muscle Gain
9189,Jump Rope,Cardio,Advanced,Endurance,Dumbbells,82,930,6,18,93,Endurance
9190,Tricep Pushdown,Triceps,Intermediate,Strength,Barbell,54,657,2,24,77,Muscle Gain
9191,Lunges,Legs,Intermediate,Flexibility,None,16,555,3,13,69,Maintenance
9192,Shoulder Press,Shoulders,Advanced,Cardio,None,84,629,2,19,134,Weight Loss
9193,Shoulder Press,Shoulders,Beginner,Cardio,Machine,63,431,2,20,90,Weight Loss
9194,Tricep Pushdown,Triceps,Beginner,Endurance,Machine,77,815,2,8,112,Endurance
9195,Push-Ups,Chest,Intermediate,Cardio,Resistance Band,54,856,2,8,99,Weight Loss
9196,Jump Rope,Cardio,Advanced,Flexibility,Resistance Band,35,696,5,11,176,Weight Loss
9197,Burpees,Full Body,Intermediate,HIIT,Barbell,40,262,5,10,68,Endurance
9198,Plank,Core,Intermediate,Strength,Barbell,80,171,2,21,64,Muscle Gain
9199,Crunches,Core,Intermediate,Endurance,Barbell,58,812,2,24,124,Endurance
9200,Lateral Raises,Shoulders,Beginner,HIIT,Dumbbells,24,684,4,13,52,Endurance
9201,Jump Rope,Cardio,Beginner,Flexibility,Dumbbells,46,204,5,13,126,Weight Loss
9202,Plank,Core,Intermediate,Cardio,Barbell,66,828,1,19,117,Endurance
9203,Squats,Legs,Beginner,Cardio,Dumbbells,46,913,1,7,69,Endurance
9204,Running,Cardio,Beginner,HIIT,Resistance Band,16,445,4,21,137,Muscle Gain
9205,Running,Cardio,Intermediate,Cardio,Dumbbells,28,453,1,21,73,Muscle Gain
9206,Cycling,Cardio,Beginner,Endurance,Resistance Band,66,878,1,6,169,Muscle Gain
9207,Running,Cardio,Intermediate,Strength,None,10,621,1,8,81,Weight Loss
9208,Crunches,Core,Advanced,Strength,Dumbbells,40,882,2,12,62,Maintenance
9209,Running,Cardio,Beginner,Endurance,None,11,654,4,13,156,Muscle Gain
9210,Burpees,Full Body,Intermediate,Cardio,Machine,29,364,4,25,176,Muscle Gain
9211,Cycling,Cardio,Intermediate,HIIT,None,54,498,4,23,65,Weight Loss
9212,Crunches,Core,Advanced,Endurance,Machine,58,374,3,17,96,Muscle Gain
9213,Bicep Curls,Biceps,Advanced,Endurance,Resistance Band,66,312,1,10,139,Muscle Gain
9214,Swimming,Cardio,Advanced,Flexibility,Resistance Band,25,856,4,10,48,Weight Loss
9215,Push-Ups,Chest,Intermediate,Endurance,Barbell,86,930,3,14,110,Maintenance
9216,Running,Cardio,Intermediate,Flexibility,Dumbbells,86,491,1,10,121,Endurance
9217,Crunches,Core,Advanced,HIIT,Dumbbells,90,695,2,20,42,Maintenance
9218,Shoulder Press,Shoulders,Intermediate,Strength,Dumbbells,75,579,1,18,143,Muscle Gain
9219,Lunges,Legs,Intermediate,Flexibility,Resistance Band,46,587,2,25,40,Maintenance
9220,Jump Rope,Cardio,Intermediate,Endurance,Resistance Band,21,619,6,18,35,Muscle Gain
9221,Deadlift,Full Body,Advanced,Flexibility,Resistance Band,23,405,2,8,53,Weight Loss
9222,Burpees,Full Body,Intermediate,Strength,Machine,29,527,3,13,55,Muscle Gain
9223,Walking,Cardio,Beginner,HIIT,None,74,351,3,6,106,Muscle Gain
9224,Pull-Ups,Back,Intermediate,Strength,None,58,152,2,18,154,Muscle Gain
9225,Squats,Legs,Intermediate,Flexibility,Barbell,73,882,5,11,157,Muscle Gain
9226,Pull-Ups,Back,Beginner,HIIT,Dumbbells,49,957,2,17,179,Endurance
9227,Jump Rope,Cardio,Advanced,HIIT,Machine,51,942,6,10,76,Muscle Gain
9228,Lat Pulldown,Back,Beginner,HIIT,Dumbbells,76,486,5,9,78,Weight Loss
9229,Lunges,Legs,Intermediate,Endurance,Barbell,36,793,4,14,54,Weight Loss
9230,Tricep Pushdown,Triceps,Beginner,Flexibility,Dumbbells,54,455,6,19,63,Endurance
9231,Deadlift,Full Body,Intermediate,Cardio,Machine,25,836,4,7,44,Endurance
9232,Burpees,Full Body,Intermediate,Endurance,Barbell,69,976,3,8,120,Weight Loss
9233,Lunges,Legs,Intermediate,HIIT,Machine,10,765,2,14,116,Endurance
9234,Swimming,Cardio,Intermediate,Cardio,Machine,77,676,5,25,94,Muscle Gain
9235,Swimming,Cardio,Beginner,Endurance,Machine,43,516,6,20,163,Muscle Gain
9236,Jump Rope,Cardio,Beginner,Strength,Dumbbells,27,877,1,15,164,Endurance
9237,Swimming,Cardio,Advanced,Endurance,Barbell,84,781,2,13,117,Endurance
9238,Running,Cardio,Advanced,HIIT,None,40,416,5,7,162,Maintenance
9239,Bicep Curls,Biceps,Advanced,Strength,None,53,477,4,10,163,Muscle Gain
9240,Shoulder Press,Shoulders,Intermediate,Flexibility,Machine,50,521,4,24,125,Endurance
9241,Swimming,Cardio,Intermediate,Endurance,Resistance Band,55,845,6,13,111,Weight Loss
9242,Swimming,Cardio,Advanced,Endurance,Dumbbells,90,602,2,13,85,Endurance
9243,Pull-Ups,Back,Beginner,Cardio,Barbell,13,475,3,11,54,Endurance
9244,Squats,Legs,Beginner,Strength,Barbell,78,823,6,11,46,Endurance
9245,Lat Pulldown,Back,Advanced,Endurance,Resistance Band,60,203,6,10,146,Weight Loss
9246,Deadlift,Full Body,Advanced,HIIT,Resistance Band,63,641,2,17,178,Muscle Gain
9247,Burpees,Full Body,Beginner,Strength,Machine,43,856,3,10,51,Weight Loss
9248,Push-Ups,Chest,Intermediate,Endurance,Barbell,65,241,6,21,168,Endurance
9249,Lateral Raises,Shoulders,Beginner,Endurance,Barbell,57,878,6,8,39,Maintenance
9250,Lunges,Legs,Beginner,Cardio,Machine,17,456,6,23,163,Muscle Gain
9251,Cycling,Cardio,Beginner,Strength,Resistance Band,57,321,4,14,116,Weight Loss
9252,Push-Ups,Chest,Advanced,Strength,Machine,88,696,4,10,121,Muscle Gain
9253,Swimming,Cardio,Intermediate,Strength,Machine,33,412,2,16,61,Muscle Gain
9254,Lunges,Legs,Intermediate,Flexibility,Dumbbells,69,960,2,9,135,Maintenance
9255,Running,Cardio,Advanced,Strength,Machine,84,841,5,20,173,Endurance
9256,Cycling,Cardio,Beginner,Endurance,Resistance Band,21,436,3,7,130,Weight Loss
9257,Bench Press,Chest,Intermediate,HIIT,None,56,651,5,24,32,Weight Loss
9258,Lateral Raises,Shoulders,Intermediate,Flexibility,Barbell,85,796,3,19,103,Weight Loss
9259,Swimming,Cardio,Beginner,Strength,None,55,634,3,15,34,Endurance
9260,Bench Press,Chest,Advanced,Cardio,Barbell,29,689,3,19,88,Muscle Gain
9261,Lat Pulldown,Back,Advanced,Flexibility,Machine,11,906,4,13,84,Muscle Gain
9262,Bicep Curls,Biceps,Beginner,Strength,Barbell,85,754,4,16,108,Weight Loss
9263,Burpees,Full Body,Beginner,Strength,Resistance Band,26,382,5,19,112,Endurance
9264,Crunches,Core,Beginner,Flexibility,Dumbbells,75,709,2,22,30,Endurance
9265,Plank,Core,Advanced,Flexibility,None,12,199,2,20,117,Endurance
9266,Burpees,Full Body,Advanced,Flexibility,Machine,42,730,4,24,144,Weight Loss
9267,Burpees,Full Body,Intermediate,HIIT,Dumbbells,53,742,6,17,112,Maintenance
9268,Swimming,Cardio,Intermediate,Flexibility,Dumbbells,59,300,2,20,75,Endurance
9269,Push-Ups,Chest,Beginner,HIIT,Dumbbells,17,796,2,23,154,Muscle Gain
9270,Lat Pulldown,Back,Advanced,Strength,None,69,884,5,6,60,Muscle Gain
9271,Lat Pulldown,Back,Beginner,HIIT,Dumbbells,43,341,3,7,71,Weight Loss
9272,Lat Pulldown,Back,Beginner,Endurance,None,29,879,2,8,165,Muscle Gain
9273,Cycling,Cardio,Intermediate,Endurance,Barbell,26,816,4,25,105,Muscle Gain
9274,Lat Pulldown,Back,Advanced,Flexibility,Resistance Band,80,539,4,20,94,Muscle Gain
9275,Leg Press,Legs,Advanced,Endurance,Dumbbells,89,893,5,16,147,Weight Loss
9276,Burpees,Full Body,Beginner,Endurance,Barbell,86,398,3,22,153,Endurance
9277,Running,Cardio,Beginner,Flexibility,Barbell,69,337,1,6,108,Weight Loss
9278,Deadlift,Full Body,Intermediate,HIIT,Barbell,37,999,5,9,179,Endurance
9279,Plank,Core,Beginner,Cardio,Barbell,86,155,6,10,38,Endurance
9280,Walking,Cardio,Advanced,Flexibility,Machine,36,445,3,18,148,Maintenance
9281,Plank,Core,Beginner,Cardio,Resistance Band,69,937,6,11,170,Endurance
9282,Jump Rope,Cardio,Advanced,Endurance,Machine,57,839,3,8,71,Muscle Gain
9283,Lunges,Legs,Intermediate,Flexibility,None,34,318,5,15,146,Endurance
9284,Pull-Ups,Back,Beginner,Cardio,Machine,67,757,1,20,58,Endurance
9285,Walking,Cardio,Beginner,Endurance,Dumbbells,23,682,4,5,37,Weight Loss
9286,Jump Rope,Cardio,Intermediate,Flexibility,Resistance Band,56,419,3,7,63,Maintenance
9287,Walking,Cardio,Advanced,Flexibility,Dumbbells,11,185,4,6,69,Weight Loss
9288,Squats,Legs,Beginner,Flexibility,Dumbbells,60,233,4,6,64,Muscle Gain
9289,Bicep Curls,Biceps,Advanced,HIIT,Dumbbells,50,816,6,10,78,Weight Loss
9290,Jump Rope,Cardio,Beginner,Strength,Barbell,68,624,6,24,118,Weight Loss
9291,Squats,Legs,Intermediate,Cardio,Machine,48,418,4,25,124,Weight Loss
9292,Bicep Curls,Biceps,Beginner,Strength,None,89,441,6,15,90,Weight Loss
9293,Walking,Cardio,Intermediate,Endurance,Machine,46,322,5,13,152,Endurance
9294,Lateral Raises,Shoulders,Beginner,Strength,Resistance Band,88,673,6,23,149,Weight Loss
9295,Shoulder Press,Shoulders,Advanced,Flexibility,Dumbbells,41,797,1,25,138,Maintenance
9296,Bicep Curls,Biceps,Beginner,Strength,None,81,898,2,24,58,Weight Loss
9297,Burpees,Full Body,Beginner,Strength,Barbell,31,278,1,23,85,Weight Loss
9298,Tricep Pushdown,Triceps,Intermediate,Flexibility,Resistance Band,52,253,5,13,58,Maintenance
9299,Shoulder Press,Shoulders,Beginner,Cardio,Machine,77,889,2,21,105,Maintenance
9300,Pull-Ups,Back,Intermediate,Cardio,Resistance Band,13,635,1,21,132,Weight Loss
9301,Leg Press,Legs,Beginner,Strength,Machine,41,397,1,9,155,Weight Loss
9302,Pull-Ups,Back,Intermediate,Strength,Machine,32,950,3,17,131,Weight Loss
9303,Lunges,Legs,Beginner,Endurance,Barbell,70,884,1,8,63,Endurance
9304,Swimming,Cardio,Advanced,Flexibility,None,29,207,5,9,74,Weight Loss
9305,Lat Pulldown,Back,Advanced,HIIT,None,56,741,3,12,134,Weight Loss
9306,Running,Cardio,Advanced,HIIT,Resistance Band,51,803,5,14,62,Weight Loss
9307,Jump Rope,Cardio,Beginner,Cardio,Machine,13,933,4,17,58,Weight Loss
9308,Bench Press,Chest,Advanced,HIIT,Machine,72,911,1,17,61,Endurance
9309,Tricep Pushdown,Triceps,Advanced,Cardio,Dumbbells,27,980,6,10,64,Endurance
9310,Jump Rope,Cardio,Intermediate,Endurance,Barbell,10,786,1,14,41,Muscle Gain
9311,Leg Press,Legs,Advanced,Flexibility,None,53,781,5,17,30,Weight Loss
9312,Shoulder Press,Shoulders,Intermediate,Cardio,Machine,81,282,3,12,58,Maintenance
9313,Crunches,Core,Advanced,HIIT,Resistance Band,16,701,6,15,73,Muscle Gain
9314,Plank,Core,Beginner,Endurance,Dumbbells,70,849,2,21,118,Endurance
9315,Burpees,Full Body,Advanced,Cardio,Machine,10,512,3,21,129,Muscle Gain
9316,Cycling,Cardio,Intermediate,Cardio,None,57,937,4,25,144,Maintenance
9317,Crunches,Core,Advanced,Strength,Resistance Band,14,371,2,25,135,Endurance
9318,Shoulder Press,Shoulders,Advanced,Flexibility,Resistance Band,67,862,6,14,174,Weight Loss
9319,Bench Press,Chest,Beginner,Flexibility,None,55,825,2,18,107,Muscle Gain
9320,Push-Ups,Chest,Beginner,Cardio,Machine,81,216,1,19,48,Maintenance
9321,Crunches,Core,Intermediate,Strength,Machine,60,679,3,11,85,Endurance
9322,Plank,Core,Advanced,Flexibility,None,84,659,5,21,36,Weight Loss
9323,Jump Rope,Cardio,Intermediate,HIIT,Barbell,70,464,4,18,37,Muscle Gain
9324,Deadlift,Full Body,Beginner,Endurance,None,71,781,6,14,155,Weight Loss
9325,Swimming,Cardio,Advanced,Flexibility,None,35,416,3,8,58,Maintenance
9326,Cycling,Cardio,Intermediate,Strength,Dumbbells,55,272,6,13,97,Endurance
9327,Squats,Legs,Beginner,Cardio,Resistance Band,81,285,4,21,52,Endurance
9328,Lateral Raises,Shoulders,Advanced,HIIT,Barbell,45,201,1,5,132,Weight Loss
9329,Bicep Curls,Biceps,Advanced,Endurance,None,40,697,2,15,163,Maintenance
9330,Swimming,Cardio,Advanced,Endurance,None,35,475,4,23,102,Muscle Gain
9331,Plank,Core,Advanced,Flexibility,Machine,83,343,4,23,89,Endurance
9332,Squats,Legs,Beginner,Endurance,Dumbbells,37,768,2,6,110,Weight Loss
9333,Lateral Raises,Shoulders,Advanced,Endurance,Machine,23,837,1,18,88,Muscle Gain
9334,Running,Cardio,Advanced,HIIT,Barbell,10,736,5,5,66,Endurance
9335,Burpees,Full Body,Beginner,HIIT,Dumbbells,79,389,2,16,154,Muscle Gain
9336,Bicep Curls,Biceps,Advanced,Endurance,Machine,88,399,2,24,49,Muscle Gain
9337,Lateral Raises,Shoulders,Advanced,Endurance,Dumbbells,15,531,4,22,57,Muscle Gain
9338,Running,Cardio,Beginner,Cardio,Barbell,52,474,1,14,94,Muscle Gain
9339,Lat Pulldown,Back,Intermediate,Strength,Resistance Band,55,493,5,24,53,Endurance
9340,Deadlift,Full Body,Intermediate,Flexibility,Barbell,89,837,4,10,85,Endurance
9341,Squats,Legs,Intermediate,Strength,Barbell,21,338,3,18,136,Maintenance
9342,Lunges,Legs,Intermediate,HIIT,Dumbbells,57,721,4,25,101,Muscle Gain
9343,Lat Pulldown,Back,Beginner,Cardio,Machine,30,293,2,20,129,Muscle Gain
9344,Walking,Cardio,Advanced,Flexibility,Barbell,20,902,6,19,126,Endurance
9345,Lateral Raises,Shoulders,Intermediate,Strength,Machine,11,357,4,16,142,Maintenance
9346,Tricep Pushdown,Triceps,Beginner,Flexibility,Machine,82,819,3,19,127,Muscle Gain
9347,Lunges,Legs,Advanced,Flexibility,None,59,426,5,15,67,Muscle Gain
9348,Pull-Ups,Back,Beginner,Strength,Dumbbells,67,315,2,14,109,Endurance
9349,Lateral Raises,Shoulders,Intermediate,Flexibility,Barbell,21,965,5,12,138,Weight Loss
9350,Deadlift,Full Body,Intermediate,Endurance,Dumbbells,66,807,3,13,111,Weight Loss
9351,Lunges,Legs,Intermediate,Flexibility,None,21,399,6,24,145,Endurance
9352,Burpees,Full Body,Advanced,HIIT,Dumbbells,33,384,6,10,48,Muscle Gain
9353,Crunches,Core,Beginner,Flexibility,None,67,565,1,23,43,Weight Loss
9354,Bench Press,Chest,Advanced,Cardio,Machine,28,873,1,14,69,Endurance
9355,Bench Press,Chest,Beginner,Strength,Machine,14,747,3,18,151,Endurance
9356,Pull-Ups,Back,Advanced,Cardio,Dumbbells,45,415,1,7,137,Muscle Gain
9357,Bench Press,Chest,Intermediate,Flexibility,Dumbbells,48,614,1,15,136,Endurance
9358,Shoulder Press,Shoulders,Beginner,Strength,Machine,60,669,6,9,120,Maintenance
9359,Plank,Core,Beginner,Flexibility,Machine,76,607,6,13,107,Endurance
9360,Crunches,Core,Beginner,Strength,None,37,930,4,19,61,Maintenance
9361,Lat Pulldown,Back,Advanced,Strength,Dumbbells,19,216,2,18,122,Weight Loss
9362,Bicep Curls,Biceps,Advanced,Endurance,Barbell,55,871,5,18,102,Weight Loss
9363,Push-Ups,Chest,Advanced,Flexibility,Dumbbells,52,872,6,8,176,Weight Loss
9364,Cycling,Cardio,Beginner,Cardio,Dumbbells,74,242,5,17,127,Endurance
9365,Jump Rope,Cardio,Advanced,Endurance,None,37,749,2,23,159,Maintenance
9366,Swimming,Cardio,Advanced,Flexibility,Dumbbells,36,544,2,9,75,Endurance
9367,Pull-Ups,Back,Intermediate,Flexibility,Resistance Band,54,680,6,6,71,Endurance
9368,Deadlift,Full Body,Intermediate,Flexibility,Machine,13,446,6,5,150,Endurance
9369,Crunches,Core,Intermediate,Strength,Machine,24,868,3,11,136,Muscle Gain
9370,Jump Rope,Cardio,Beginner,Flexibility,None,66,465,6,13,52,Muscle Gain
9371,Swimming,Cardio,Intermediate,Flexibility,Dumbbells,81,260,6,5,149,Muscle Gain
9372,Tricep Pushdown,Triceps,Intermediate,HIIT,Dumbbells,38,221,6,17,93,Maintenance
9373,Cycling,Cardio,Intermediate,Cardio,Resistance Band,74,232,2,12,57,Endurance
9374,Jump Rope,Cardio,Intermediate,Endurance,Machine,69,722,4,5,136,Weight Loss
9375,Deadlift,Full Body,Advanced,Endurance,Barbell,72,529,3,18,79,Maintenance
9376,Cycling,Cardio,Advanced,Endurance,Barbell,55,457,6,8,153,Weight Loss
9377,Deadlift,Full Body,Advanced,Endurance,Barbell,90,667,1,6,58,Maintenance
9378,Deadlift,Full Body,Advanced,Strength,Barbell,51,847,6,13,106,Maintenance
9379,Crunches,Core,Advanced,Endurance,Barbell,15,740,2,8,41,Weight Loss
9380,Running,Cardio,Intermediate,HIIT,Barbell,23,415,6,19,83,Endurance
9381,Shoulder Press,Shoulders,Intermediate,Cardio,Barbell,39,751,4,13,86,Muscle Gain
9382,Cycling,Cardio,Intermediate,Flexibility,None,89,666,4,22,46,Muscle Gain
9383,Lunges,Legs,Intermediate,Strength,Machine,65,831,4,6,94,Maintenance
9384,Squats,Legs,Beginner,Cardio,None,76,677,5,17,106,Weight Loss
9385,Walking,Cardio,Beginner,Cardio,Machine,83,663,5,20,177,Weight Loss
9386,Cycling,Cardio,Beginner,Strength,Resistance Band,78,787,4,17,161,Weight Loss
